0,8,11,23,41
882,8,11,23,42
718,8,11,23,43
366,8,11,23,44
556,8,11,23,45
672,8,11,23,46
3804,8,11,23,47
18623,8,11,23,48
20497,8,11,23,49
19950,8,11,23,50
6116,8,11,23,51
10,8,11,23,52
12,8,11,23,53
10,8,11,23,54
13,8,11,23,55
10,8,11,23,56
9,8,11,23,57
9,8,11,23,58
10,8,11,23,59
12,8,12,0,0
9,8,12,0,1
12,8,12,0,2
9,8,12,0,3
11,8,12,0,4
11,8,12,0,5
9,8,12,0,6
10,8,12,0,7
9,8,12,0,8
9,8,12,0,9
9,8,12,0,10
12,8,12,0,11
12,8,12,0,12
11,8,12,0,13
13,8,12,0,14
13,8,12,0,15
13,8,12,0,16
11,8,12,0,17
9,8,12,0,18
12,8,12,0,19
10,8,12,0,20
10,8,12,0,21
13,8,12,0,22
10,8,12,0,23
12,8,12,0,24
10,8,12,0,25
10,8,12,0,26
10151,8,12,0,27
1050,8,12,0,28
10,8,12,0,29
10,8,12,0,30
12,8,12,0,31
10,8,12,0,32
13,8,12,0,33
9,8,12,0,34
13,8,12,0,35
9,8,12,0,36
12,8,12,0,37
9,8,12,0,38
12,8,12,0,39
12,8,12,0,40
10,8,12,0,41
9,8,12,0,42
10,8,12,0,43
16,8,12,0,44
9,8,12,0,45
12,8,12,0,46
9,8,12,0,47
12,8,12,0,48
12,8,12,0,49
9,8,12,0,50
11,8,12,0,51
9,8,12,0,52
11,8,12,0,53
9,8,12,0,54
11,8,12,0,55
12,8,12,0,56
9,8,12,0,57
11,8,12,0,58
9,8,12,0,59
11,8,12,1,0
9,8,12,1,1
10,8,12,1,2
11,8,12,1,3
9,8,12,1,4
11,8,12,1,5
11,8,12,1,6
11,8,12,1,7
10,8,12,1,8
12,8,12,1,9
10,8,12,1,10
11,8,12,1,11
10,8,12,1,12
11,8,12,1,13
9,8,12,1,14
11,8,12,1,15
11,8,12,1,16
9,8,12,1,17
11,8,12,1,18
9,8,12,1,19
9,8,12,1,20
11,8,12,1,21
9,8,12,1,22
12,8,12,1,23
9,8,12,1,24
12,8,12,1,25
13,8,12,1,26
9,8,12,1,27
12,8,12,1,28
9,8,12,1,29
11,8,12,1,30
9,8,12,1,31
11,8,12,1,32
11,8,12,1,33
10,8,12,1,34
12,8,12,1,35
9,8,12,1,36
8,8,12,1,37
8,8,12,1,38
10,8,12,1,39
10,8,12,1,40
11,8,12,1,41
9,8,12,1,42
12,8,12,1,43
9,8,12,1,44
12,8,12,1,45
8,8,12,1,46
12,8,12,1,47
8,8,12,1,48
9,8,12,1,49
11,8,12,1,50
8,8,12,1,51
10,8,12,1,52
12,8,12,1,53
10,8,12,1,54
11,8,12,1,55
12,8,12,1,56
12,8,12,1,57
12,8,12,1,58
10,8,12,1,59
9,8,12,2,0
8,8,12,2,1
10,8,12,2,2
10,8,12,2,3
9,8,12,2,4
10,8,12,2,5
13,8,12,2,6
8,8,12,2,7
12,8,12,2,8
12,8,12,2,9
11,8,12,2,10
10,8,12,2,11
10,8,12,2,12
9,8,12,2,13
8,8,12,2,14
11,8,12,2,15
9,8,12,2,16
10,8,12,2,17
15,8,12,2,18
10,8,12,2,19
12,8,12,2,20
9,8,12,2,21
12,8,12,2,22
12,8,12,2,23
8,8,12,2,24
13,8,12,2,25
9,8,12,2,26
9,8,12,2,27
8,8,12,2,28
9,8,12,2,29
11,8,12,2,30
8,8,12,2,31
13,8,12,2,32
12,8,12,2,33
11,8,12,2,34
12,8,12,2,35
9,8,12,2,36
12,8,12,2,37
10,8,12,2,38
9,8,12,2,39
9,8,12,2,40
9,8,12,2,41
10,8,12,2,42
8,8,12,2,43
11,8,12,2,44
10,8,12,2,45
12,8,12,2,46
12,8,12,2,47
9,8,12,2,48
13,8,12,2,49
9,8,12,2,50
9,8,12,2,51
8,8,12,2,52
9,8,12,2,53
10,8,12,2,54
8,8,12,2,55
9,8,12,2,56
9,8,12,2,57
8,8,12,2,58
10,8,12,2,59
11,8,12,3,0
9,8,12,3,1
12,8,12,3,2
9,8,12,3,3
12,8,12,3,4
9,8,12,3,5
8,8,12,3,6
12,8,12,3,7
8,8,12,3,8
11,8,12,3,9
9,8,12,3,10
8,8,12,3,11
8,8,12,3,12
