26869,8,1,0,0
26899,8,1,0,1
26971,8,1,0,2
26909,8,1,0,3
27034,8,1,0,4
26873,8,1,0,5
27023,8,1,0,6
27075,8,1,0,7
27120,8,1,0,8
27259,8,1,0,9
27281,8,1,0,10
27058,8,1,0,11
27101,8,1,0,12
27168,8,1,0,13
27044,8,1,0,14
27106,8,1,0,15
27023,8,1,0,16
27190,8,1,0,17
27168,8,1,0,18
27231,8,1,0,19
27021,8,1,0,20
27056,8,1,0,21
27049,8,1,0,22
27005,8,1,0,23
26965,8,1,0,24
26996,8,1,0,25
26959,8,1,0,26
27038,8,1,0,27
26971,8,1,0,28
27152,8,1,0,29
27099,8,1,0,30
27139,8,1,0,31
27177,8,1,0,32
27325,8,1,0,33
27458,8,1,0,34
27425,8,1,0,35
27386,8,1,0,36
27352,8,1,0,37
27460,8,1,0,38
27409,8,1,0,39
27599,8,1,0,40
27503,8,1,0,41
262,8,1,0,42
13,8,1,0,43
14,8,1,0,44
13,8,1,0,45
19,8,1,0,46
16,8,1,0,47
10,8,1,0,48
13,8,1,0,49
11,8,1,0,50
15,8,1,0,51
14,8,1,0,52
12,8,1,0,53
12,8,1,0,54
9,8,1,0,55
11,8,1,0,56
13,8,1,0,57
16,8,1,0,58
14,8,1,0,59
12,8,1,1,0
11,8,1,1,1
9,8,1,1,2
12,8,1,1,3
13,8,1,1,4
15,8,1,1,5
15,8,1,1,6
13,8,1,1,7
13,8,1,1,8
9,8,1,1,9
11,8,1,1,10
12,8,1,1,11
13,8,1,1,12
14,8,1,1,13
13,8,1,1,14
13,8,1,1,15
9,8,1,1,16
10,8,1,1,17
9,8,1,1,18
11,8,1,1,19
10,8,1,1,20
11,8,1,1,21
12,8,1,1,22
10,8,1,1,23
15,8,1,1,24
12,8,1,1,25
13,8,1,1,26
11,8,1,1,27
11,8,1,1,28
9,8,1,1,29
12,8,1,1,30
13,8,1,1,31
15,8,1,1,32
15,8,1,1,33
12,8,1,1,34
11,8,1,1,35
9,8,1,1,36
11,8,1,1,37
12,8,1,1,38
14,8,1,1,39
13,8,1,1,40
15,8,1,1,41
14,8,1,1,42
12,8,1,1,43
11,8,1,1,44
9,8,1,1,45
11,8,1,1,46
9,8,1,1,47
11,8,1,1,48
9,8,1,1,49
11,8,1,1,50
9,8,1,1,51
11,8,1,1,52
12,8,1,1,53
12,8,1,1,54
10,8,1,1,55
11,8,1,1,56
10,8,1,1,57
12,8,1,1,58
9,8,1,1,59
11,8,1,2,0
9,8,1,2,1
11,8,1,2,2
11,8,1,2,3
13,8,1,2,4
13,8,1,2,5
15,8,1,2,6
14,8,1,2,7
13,8,1,2,8
12,8,1,2,9
10,8,1,2,10
11,8,1,2,11
9,8,1,2,12
10,8,1,2,13
11,8,1,2,14
13,8,1,2,15
12,8,1,2,16
13,8,1,2,17
13,8,1,2,18
14,8,1,2,19
14,8,1,2,20
12,8,1,2,21
13,8,1,2,22
12,8,1,2,23
11,8,1,2,24
9,8,1,2,25
10,8,1,2,26
11,8,1,2,27
13,8,1,2,28
13,8,1,2,29
15,8,1,2,30
14,8,1,2,31
12,8,1,2,32
14,8,1,2,33
12,8,1,2,34
12,8,1,2,35
10,8,1,2,36
11,8,1,2,37
12,8,1,2,38
11,8,1,2,39
9,8,1,2,40
11,8,1,2,41
11,8,1,2,42
13,8,1,2,43
13,8,1,2,44
14,8,1,2,45
14,8,1,2,46
13,8,1,2,47
12,8,1,2,48
10,8,1,2,49
12,8,1,2,50
9,8,1,2,51
10,8,1,2,52
12,8,1,2,53
13,8,1,2,54
11,8,1,2,55
13,8,1,2,56
13,8,1,2,57
15,8,1,2,58
14,8,1,2,59
13,8,1,3,0
14,8,1,3,1
12,8,1,3,2
11,8,1,3,3
10,8,1,3,4
11,8,1,3,5
9,8,1,3,6
10,8,1,3,7
