14,8,1,0,0
15,8,1,0,1
13,8,1,0,2
8,8,1,0,3
14,8,1,0,4
9,8,1,0,5
13,8,1,0,6
8,8,1,0,7
14,8,1,0,8
9,8,1,0,9
13,8,1,0,10
8,8,1,0,11
14,8,1,0,12
9,8,1,0,13
13,8,1,0,14
8,8,1,0,15
9,8,1,0,16
9,8,1,0,17
13,8,1,0,18
8,8,1,0,19
14,8,1,0,20
9,8,1,0,21
14,8,1,0,22
9,8,1,0,23
16,8,1,0,24
10,8,1,0,25
13,8,1,0,26
8,8,1,0,27
14,8,1,0,28
10,8,1,0,29
10,8,1,0,30
10,8,1,0,31
9,8,1,0,32
11,8,1,0,33
9,8,1,0,34
11,8,1,0,35
8,8,1,0,36
12,8,1,0,37
9,8,1,0,38
12,8,1,0,39
8,8,1,0,40
9,8,1,0,41
9,8,1,0,42
13,8,1,0,43
8,8,1,0,44
15,8,1,0,45
9,8,1,0,46
14,8,1,0,47
9,8,1,0,48
14,8,1,0,49
11,8,1,0,50
14,8,1,0,51
8,8,1,0,52
15,8,1,0,53
10,8,1,0,54
12,8,1,0,55
11,8,1,0,56
14,8,1,0,57
10,8,1,0,58
10,8,1,0,59
8,8,1,1,0
13,8,1,1,1
10,8,1,1,2
11,8,1,1,3
8,8,1,1,4
15,8,1,1,5
11,8,1,1,6
9,8,1,1,7
9,8,1,1,8
9,8,1,1,9
11,8,1,1,10
12,8,1,1,11
10,8,1,1,12
9,8,1,1,13
12,8,1,1,14
9,8,1,1,15
9,8,1,1,16
9,8,1,1,17
8,8,1,1,18
9,8,1,1,19
14,8,1,1,20
9,8,1,1,21
13,8,1,1,22
8,8,1,1,23
9,8,1,1,24
14,8,1,1,25
10,8,1,1,26
13,8,1,1,27
13,8,1,1,28
9,8,1,1,29
14,8,1,1,30
8,8,1,1,31
14,8,1,1,32
9,8,1,1,33
12,8,1,1,34
8,8,1,1,35
14,8,1,1,36
11,8,1,1,37
9,8,1,1,38
9,8,1,1,39
9,8,1,1,40
8,8,1,1,41
9,8,1,1,42
10,8,1,1,43
8,8,1,1,44
12,8,1,1,45
9,8,1,1,46
11,8,1,1,47
8,8,1,1,48
12,8,1,1,49
9,8,1,1,50
12,8,1,1,51
8,8,1,1,52
12,8,1,1,53
9,8,1,1,54
12,8,1,1,55
13,8,1,1,56
13,8,1,1,57
9,8,1,1,58
13,8,1,1,59
14,8,1,2,0
11,8,1,2,1
13,8,1,2,2
9,8,1,2,3
13,8,1,2,4
8,8,1,2,5
15,8,1,2,6
16,8,1,2,7
20,8,1,2,8
8,8,1,2,9
15,8,1,2,10
9,8,1,2,11
11,8,1,2,12
8,8,1,2,13
14,8,1,2,14
10,8,1,2,15
10,8,1,2,16
9,8,1,2,17
9,8,1,2,18
12,8,1,2,19
9,8,1,2,20
11,8,1,2,21
8,8,1,2,22
12,8,1,2,23
9,8,1,2,24
11,8,1,2,25
13,8,1,2,26
13,8,1,2,27
9,8,1,2,28
14,8,1,2,29
9,8,1,2,30
14,8,1,2,31
10,8,1,2,32
10,8,1,2,33
8,8,1,2,34
14,8,1,2,35
10,8,1,2,36
10,8,1,2,37
9,8,1,2,38
13,8,1,2,39
10,8,1,2,40
11,8,1,2,41
